id,topic,topic_kr,question_type,difficulty_min,difficulty_max,question_en,vocab_10,grammar_3,phrases_2,strategy_kr
69,parks,공원 가기,Opinion,5,6,"Some people enjoy going to parks, while others do not. What is your opinion about this, and why?",park|path|bench|trees|fresh air|picnic|walk|relax|playground|scenery,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 공원의 위치와 분위기, 공원에서 하는 활동, 기분 전환 효과를 연결하세요."
70,parks,공원 가기,Change,5,6,How have people's habits related to going to parks changed these days? Explain the reasons and give examples.,park|path|bench|trees|fresh air|picnic|walk|relax|playground|scenery,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 공원의 위치와 분위기, 공원에서 하는 활동, 기분 전환 효과를 연결하세요."
71,beaches,해변 가기,Description,2,6,"Describe a beach you like or want to visit. What is it like, and why is it important or interesting to you?",beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
72,beaches,해변 가기,Routine,3,6,"Tell me about your usual routine for going to the beach. When do you usually do it, and what do you normally do?",beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
73,beaches,해변 가기,Preference,2,6,What do you like most about going to the beach? Explain your preferences with specific examples.,beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
74,beaches,해변 가기,Past Experience,4,6,"Tell me about the last time you spent time going to the beach. Where were you, who were you with, and what happened?",beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
75,beaches,해변 가기,Memorable Event,4,6,Tell me about a memorable experience related to going to the beach. Why do you still remember it?,beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
76,beaches,해변 가기,Comparison,5,6,How has your experience with going to the beach changed compared to the past? Give specific examples.,beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
77,beaches,해변 가기,Problem,5,6,"Tell me about a problem you had while going to the beach. What happened, and how did you handle the situation?",beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
78,beaches,해변 가기,Role-play,5,6,"I am your friend, and we are going to plan a trip to the beach. Ask me three or four questions to make a plan.",beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
79,beaches,해변 가기,Opinion,5,6,"Some people enjoy going to the beach, while others do not. What is your opinion about this, and why?",beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
80,beaches,해변 가기,Change,5,6,How have people's habits related to going to the beach changed these days? Explain the reasons and give examples.,beach|sand|waves|sunset|sea|swim|relax|view|vacation|breeze,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 풍경 묘사와 함께 해변에서의 활동, 함께 간 사람, 기억에 남은 순간을 말하세요."
81,concerts,콘서트 보기,Description,2,6,"Describe a concert or live performance you enjoyed. What is it like, and why is it important or interesting to you?",concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
82,concerts,콘서트 보기,Routine,3,6,"Tell me about your usual routine for going to concerts. When do you usually do it, and what do you normally do?",concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
83,concerts,콘서트 보기,Preference,2,6,What do you like most about going to concerts? Explain your preferences with specific examples.,concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
84,concerts,콘서트 보기,Past Experience,4,6,"Tell me about the last time you spent time going to concerts. Where were you, who were you with, and what happened?",concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
85,concerts,콘서트 보기,Memorable Event,4,6,Tell me about a memorable experience related to going to concerts. Why do you still remember it?,concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
86,concerts,콘서트 보기,Comparison,5,6,How has your experience with going to concerts changed compared to the past? Give specific examples.,concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
87,concerts,콘서트 보기,Problem,5,6,"Tell me about a problem you had while going to concerts. What happened, and how did you handle the situation?",concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
88,concerts,콘서트 보기,Role-play,5,6,"I am your friend, and we are going to buy tickets for a concert. Ask me three or four questions to make a plan.",concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
89,concerts,콘서트 보기,Opinion,5,6,"Some people enjoy going to concerts, while others do not. What is your opinion about this, and why?",concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
90,concerts,콘서트 보기,Change,5,6,How have people's habits related to going to concerts changed these days? Explain the reasons and give examples.,concert|ticket|stage|audience|performer|live|sound|setlist|venue|energy,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 공연 분위기, 관객 반응, 인상 깊었던 노래나 순간을 중심으로 답변하세요."
91,performances,공연 보기,Description,2,6,"Describe a performance you watched or want to watch. What is it like, and why is it important or interesting to you?",performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
92,performances,공연 보기,Routine,3,6,"Tell me about your usual routine for watching live performances. When do you usually do it, and what do you normally do?",performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
93,performances,공연 보기,Preference,2,6,What do you like most about watching live performances? Explain your preferences with specific examples.,performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
94,performances,공연 보기,Past Experience,4,6,"Tell me about the last time you spent time watching live performances. Where were you, who were you with, and what happened?",performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
95,performances,공연 보기,Memorable Event,4,6,Tell me about a memorable experience related to watching live performances. Why do you still remember it?,performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
96,performances,공연 보기,Comparison,5,6,How has your experience with watching live performances changed compared to the past? Give specific examples.,performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
97,performances,공연 보기,Problem,5,6,"Tell me about a problem you had while watching live performances. What happened, and how did you handle the situation?",performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
98,performances,공연 보기,Role-play,5,6,"I am your friend, and we are going to choose a performance to watch. Ask me three or four questions to make a plan.",performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
99,performances,공연 보기,Opinion,5,6,"Some people enjoy watching live performances, while others do not. What is your opinion about this, and why?",performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
100,performances,공연 보기,Change,5,6,How have people's habits related to watching live performances changed these days? Explain the reasons and give examples.,performance|stage|actor|audience|ticket|theater|show|lighting|sound|impressive,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 공연 종류, 무대 분위기, 기억에 남은 장면을 구체적으로 말하면 좋습니다."
101,music,음악 감상하기,Description,2,6,"Describe the kind of music you usually listen to. What is it like, and why is it important or interesting to you?",music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
102,music,음악 감상하기,Routine,3,6,"Tell me about your usual routine for listening to music. When do you usually do it, and what do you normally do?",music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
103,music,음악 감상하기,Preference,2,6,What do you like most about listening to music? Explain your preferences with specific examples.,music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
104,music,음악 감상하기,Past Experience,4,6,"Tell me about the last time you spent time listening to music. Where were you, who were you with, and what happened?",music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
105,music,음악 감상하기,Memorable Event,4,6,Tell me about a memorable experience related to listening to music. Why do you still remember it?,music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
106,music,음악 감상하기,Comparison,5,6,How has your experience with listening to music changed compared to the past? Give specific examples.,music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
107,music,음악 감상하기,Problem,5,6,"Tell me about a problem you had while listening to music. What happened, and how did you handle the situation?",music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
108,music,음악 감상하기,Role-play,5,6,"I am your friend, and we are going to make a playlist for a road trip. Ask me three or four questions to make a plan.",music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
109,music,음악 감상하기,Opinion,5,6,"Some people enjoy listening to music, while others do not. What is your opinion about this, and why?",music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
110,music,음악 감상하기,Change,5,6,How have people's habits related to listening to music changed these days? Explain the reasons and give examples.,music|song|lyrics|melody|playlist|artist|headphones|mood|genre|rhythm,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 좋아하는 장르, 듣는 상황, 음악이 기분에 주는 영향을 연결하세요."
111,jogging,조깅,Description,2,6,"Describe your jogging routine. What is it like, and why is it important or interesting to you?",jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
112,jogging,조깅,Routine,3,6,"Tell me about your usual routine for jogging. When do you usually do it, and what do you normally do?",jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"Frequency adverbs: I usually do this on weekends.|After -ing: After finishing my work, I spend time on this.|Sequence words: First, I prepare, and then I enjoy it.",My routine is pretty simple.|I usually start by...,"시간 순서대로 말하면 자연스럽습니다. 언제, 어디서, 무엇을 하는지 순서로 답변하세요. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
113,jogging,조깅,Preference,2,6,What do you like most about jogging? Explain your preferences with specific examples.,jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,Prefer to: I prefer to do this when I have free time.|Because: I like it because it helps me relax.|Comparative: It is more comfortable than other options.,"Personally, I prefer...|The main reason is that...","좋아하는 이유를 하나만 말하지 말고 편리함, 분위기, 감정 중 2가지 이상으로 확장하세요. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
114,jogging,조깅,Past Experience,4,6,"Tell me about the last time you spent time jogging. Where were you, who were you with, and what happened?",jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"Past tense: I went there a few months ago.|Past continuous: I was enjoying it when something happened.|Sequence words: First, then, after that, finally.","One experience that comes to mind is...|At first, I thought it would be ordinary, but...","언제, 어디서, 누구와, 무슨 일이 있었는지 말한 뒤 느낀 점으로 마무리하면 좋습니다. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
115,jogging,조깅,Memorable Event,4,6,Tell me about a memorable experience related to jogging. Why do you still remember it?,jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,Superlative: It was one of the most memorable experiences.|Because: I remember it because it felt special.|Relative clause: It was an experience that stayed in my mind.,What made it memorable was...|I still remember it clearly because...,"사건 자체보다 왜 기억에 남았는지, 그때 기분이 어땠는지를 강조하면 IH 답변에 가까워집니다. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
116,jogging,조깅,Comparison,5,6,How has your experience with jogging changed compared to the past? Give specific examples.,jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"Compared to: Compared to the past, things are different now.|Used to: I used to do it differently before.|While: While it was simple in the past, it is more varied now.",There has definitely been a change in...|Compared to a few years ago...,"과거와 현재를 각각 설명한 뒤, 변화의 이유와 나의 의견을 붙이면 좋습니다. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
117,jogging,조깅,Problem,5,6,"Tell me about a problem you had while jogging. What happened, and how did you handle the situation?",jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"When clause: When the problem happened, I tried to stay calm.|So: So I decided to solve it step by step.|Past tense: I explained the situation and asked for help.","Things did not go as smoothly as I expected.|Luckily, I was able to handle it by...","문제 발생, 나의 대응, 결과, 교훈 순서로 말하면 고난도 문제도 안정적으로 답할 수 있습니다. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
118,jogging,조깅,Role-play,5,6,"I am your friend, and we are going to go jogging together. Ask me three or four questions to make a plan.",jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,Indirect question: Could you tell me what time works for you?|Would like to: I would like to know your preference.|Do you have: Do you have any specific plan in mind?,Do you have any preference for...?|Would it be okay if we...?,"질문 3~4개를 연속으로 하되, 시간, 장소, 선호, 예산 또는 준비물 중에서 골라 물어보세요. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
119,jogging,조깅,Opinion,5,6,"Some people enjoy jogging, while others do not. What is your opinion about this, and why?",jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"In my opinion: In my opinion, it depends on the person.|Although: Although there are some disadvantages, it can be helpful.|If clause: If people use it wisely, it can be positive.","From my point of view...|It really depends on the situation, but...","찬반 중 하나만 말하기보다 장점과 단점을 짧게 비교하고 내 입장을 정리하세요. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
120,jogging,조깅,Change,5,6,How have people's habits related to jogging changed these days? Explain the reasons and give examples.,jogging|pace|route|sneakers|sweat|stamina|warm-up|distance|health|routine,"Present perfect: People's habits have changed a lot.|These days: These days, people tend to do it differently.|Due to: Due to technology and lifestyle changes, it has become more common.",This trend has become more common recently.|I think this change is mainly because...,"개인 경험에서 시작해 사회적 변화나 요즘 트렌드로 확장하면 고득점 답변에 유리합니다. 운동 실력보다 언제 어디서 뛰는지, 뛰고 난 뒤 기분이 어떤지를 말하세요."
121,walking,걷기,Description,2,6,"Describe where and how you usually walk. What is it like, and why is it important or interesting to you?",walk|route|neighborhood|pace|fresh air|steps|path|relax|exercise|mind,"There is/are: There are several reasons I like it.|Adjectives: It is quiet, comfortable, and easy to enjoy.|Relative clause: It is a place/activity that helps me relax.",What I like most about it is...|The first thing that comes to mind is...,"주제의 특징을 2~3가지로 나누어 설명하고, 마지막에 내가 좋아하는 이유를 붙이면 답변이 안정적입니다. 걷는 장소, 시간대, 스트레스 해소 효과를 중심으로 답변하면 자연스럽습니다."
